geoname,state,county,place,tract,bg,geonum,b25077001,b25077_moe001
"Census Tract 72.01, El Paso County, Colorado",8,41,,7201,,108041007201,482800,16871
"Census Tract 72.02, El Paso County, Colorado",8,41,,7202,,108041007202,385700,13547
"Census Tract 76.01, El Paso County, Colorado",8,41,,7601,,108041007601,356000,10073
"Census Tract 76.02, El Paso County, Colorado",8,41,,7602,,108041007602,510200,38368
"Census Tract 9801, Fremont County, Colorado",8,43,,980100,,108043980100,,
"Census Tract 145.05, Douglas County, Colorado",8,35,,14505,,108035014505,458700,27629
"Census Tract 145.06, Douglas County, Colorado",8,35,,14506,,108035014506,575600,44097
"Census Tract 146.03, Douglas County, Colorado",8,35,,14603,,108035014603,325100,14061
"Census Tract 146.04, Douglas County, Colorado",8,35,,14604,,108035014604,426100,22379
"Census Tract 3.01, Eagle County, Colorado",8,37,,301,,108037000301,625600,53519
"Census Tract 3.02, Eagle County, Colorado",8,37,,302,,108037000302,716400,79091
"Census Tract 4.01, Eagle County, Colorado",8,37,,401,,108037000401,496400,248512
"Census Tract 4.02, Eagle County, Colorado",8,37,,402,,108037000402,794400,175927
"Census Tract 4.03, Eagle County, Colorado",8,37,,403,,108037000403,574800,53585
"Census Tract 5.01, Eagle County, Colorado",8,37,,501,,108037000501,2000001,
"Census Tract 12.01, Weld County, Colorado",8,123,,1201,,108123001201,206400,20117
"Census Tract 13, Weld County, Colorado",8,123,,1300,,108123001300,140300,39498
"Census Tract 8, El Paso County, Colorado",8,41,,800,,108041000800,243900,21856
"Census Tract 9, El Paso County, Colorado",8,41,,900,,108041000900,342800,23394
"Census Tract 21.01, El Paso County, Colorado",8,41,,2101,,108041002101,163900,17202
"Census Tract 25.01, El Paso County, Colorado",8,41,,2501,,108041002501,477100,24640
"Census Tract 37.01, El Paso County, Colorado",8,41,,3701,,108041003701,357900,20288
"Census Tract 39.02, El Paso County, Colorado",8,41,,3902,,108041003902,359000,9005
"Census Tract 45.03, El Paso County, Colorado",8,41,,4503,,108041004503,231200,9476
"Census Tract 56.02, El Paso County, Colorado",8,41,,5602,,108041005602,233600,10770
"Census Tract 58, El Paso County, Colorado",8,41,,5800,,108041005800,213700,15048
"Census Tract 59, El Paso County, Colorado",8,41,,5900,,108041005900,247600,21733
"Census Tract 60, El Paso County, Colorado",8,41,,6000,,108041006000,193600,17971
"Census Tract 65.01, El Paso County, Colorado",8,41,,6501,,108041006501,146900,16863
"Census Tract 66, El Paso County, Colorado",8,41,,6600,,108041006600,294900,18349
"Census Tract 15, El Paso County, Colorado",8,41,,1500,,108041001500,213100,14213
"Census Tract 16, El Paso County, Colorado",8,41,,1600,,108041001600,283300,77352
"Census Tract 18, El Paso County, Colorado",8,41,,1800,,108041001800,281100,17537
"Census Tract 27, El Paso County, Colorado",8,41,,2700,,108041002700,217900,37002
"Census Tract 34, El Paso County, Colorado",8,41,,3400,,108041003400,353300,28399
"Census Tract 42, El Paso County, Colorado",8,41,,4200,,108041004200,182400,14078
"Census Tract 43, El Paso County, Colorado",8,41,,4300,,108041004300,205100,14067
"Census Tract 78, El Paso County, Colorado",8,41,,7800,,108041007800,319600,56897
"Census Tract 37.08, El Paso County, Colorado",8,41,,3708,,108041003708,350800,9358
"Census Tract 45.07, El Paso County, Colorado",8,41,,4507,,108041004507,198800,13741
"Census Tract 144.06, Douglas County, Colorado",8,35,,14406,,108035014406,461100,15327
"Census Tract 49.01, El Paso County, Colorado",8,41,,4901,,108041004901,216500,17882
"Census Tract 79, El Paso County, Colorado",8,41,,7900,,108041007900,382500,31241
"Census Tract 54, El Paso County, Colorado",8,41,,5400,,108041005400,149500,14136
"Census Tract 103.03, Jefferson County, Colorado",8,59,,10303,,108059010303,396100,24326
"Census Tract 103.08, Jefferson County, Colorado",8,59,,10308,,108059010308,396500,26766
"Census Tract 107.01, Jefferson County, Colorado",8,59,,10701,,108059010701,385100,27595
"Census Tract 117.21, Jefferson County, Colorado",8,59,,11721,,108059011721,453900,30500
"Census Tract 120.22, Jefferson County, Colorado",8,59,,12022,,108059012022,421400,23141
"Census Tract 120.31, Jefferson County, Colorado",8,59,,12031,,108059012031,474700,24837
"Census Tract 120.39, Jefferson County, Colorado",8,59,,12039,,108059012039,340700,7379
"Census Tract 83.08, Adams County, Colorado",8,1,,8308,,108001008308,93700,18202
"Census Tract 85.08, Adams County, Colorado",8,1,,8508,,108001008508,302200,17593
"Census Tract 86.03, Adams County, Colorado",8,1,,8603,,108001008603,186200,14901
"Census Tract 86.04, Adams County, Colorado",8,1,,8604,,108001008604,282600,17876
"Census Tract 86.05, Adams County, Colorado",8,1,,8605,,108001008605,305300,23316
"Census Tract 90.02, Adams County, Colorado",8,1,,9002,,108001009002,220000,15906
"Census Tract 93.16, Adams County, Colorado",8,1,,9316,,108001009316,61200,7729
"Census Tract 96.07, Adams County, Colorado",8,1,,9607,,108001009607,334400,12662
"Census Tract 80, Adams County, Colorado",8,1,,8000,,108001008000,232300,25979
"Census Tract 85.05, Adams County, Colorado",8,1,,8505,,108001008505,290200,22427
"Census Tract 85.23, Adams County, Colorado",8,1,,8523,,108001008523,429400,41397
"Census Tract 93.04, Adams County, Colorado",8,1,,9304,,108001009304,307800,23024
"Census Tract 92.03, Adams County, Colorado",8,1,,9203,,108001009203,279300,39682
"Census Tract 93.10, Adams County, Colorado",8,1,,9310,,108001009310,285500,14057
"Census Tract 94.06, Adams County, Colorado",8,1,,9406,,108001009406,289900,11571
"Census Tract 96.08, Adams County, Colorado",8,1,,9608,,108001009608,310200,18507
"Census Tract 84.02, Adams County, Colorado",8,1,,8402,,108001008402,346800,21506
"Census Tract 87.05, Adams County, Colorado",8,1,,8705,,108001008705,229500,30462
"Census Tract 90.01, Adams County, Colorado",8,1,,9001,,108001009001,236700,18318
"Census Tract 93.07, Adams County, Colorado",8,1,,9307,,108001009307,283700,27309
"Census Tract 95.53, Adams County, Colorado",8,1,,9553,,108001009553,281500,12057
"Census Tract 96.06, Adams County, Colorado",8,1,,9606,,108001009606,288200,33192
"Census Tract 82, Adams County, Colorado",8,1,,8200,,108001008200,251400,17299
"Census Tract 85.07, Adams County, Colorado",8,1,,8507,,108001008507,265500,20143
"Census Tract 83.09, Adams County, Colorado",8,1,,8309,,108001008309,56500,9156
"Census Tract 83.53, Adams County, Colorado",8,1,,8353,,108001008353,264200,15809
"Census Tract 117.23, Jefferson County, Colorado",8,59,,11723,,108059011723,269700,20416
"Census Tract 117.25, Jefferson County, Colorado",8,59,,11725,,108059011725,384600,14525
"Census Tract 117.30, Jefferson County, Colorado",8,59,,11730,,108059011730,235900,29712
"Census Tract 119.51, Jefferson County, Colorado",8,59,,11951,,108059011951,450300,39810
"Census Tract 120.26, Jefferson County, Colorado",8,59,,12026,,108059012026,490500,42299
"Census Tract 120.34, Jefferson County, Colorado",8,59,,12034,,108059012034,854300,26347
"Census Tract 20.08, Larimer County, Colorado",8,69,,2008,,108069002008,267900,17050
"Census Tract 10.04, Larimer County, Colorado",8,69,,1004,,108069001004,371900,15340
"Census Tract 13.05, Larimer County, Colorado",8,69,,1305,,108069001305,325200,35301
"Census Tract 13.06, Larimer County, Colorado",8,69,,1306,,108069001306,254900,54785
"Census Tract 16.01, Larimer County, Colorado",8,69,,1601,,108069001601,287900,17018
"Census Tract 18.07, Larimer County, Colorado",8,69,,1807,,108069001807,316800,24219
"Census Tract 26, Larimer County, Colorado",8,69,,2600,,108069002600,484800,28755
"Census Tract 6, Larimer County, Colorado",8,69,,600,,108069000600,270000,129311
"Census Tract 10.07, Larimer County, Colorado",8,69,,1007,,108069001007,464100,25018
"Census Tract 10.09, Larimer County, Colorado",8,69,,1009,,108069001009,405300,29488
"Census Tract 11.10, Larimer County, Colorado",8,69,,1110,,108069001110,331800,23489
"Census Tract 120.35, Jefferson County, Colorado",8,59,,12035,,108059012035,660200,21724
"Census Tract 120.45, Jefferson County, Colorado",8,59,,12045,,108059012045,420500,22938
"Census Tract 120.55, Jefferson County, Colorado",8,59,,12055,,108059012055,391800,28919
"Census Tract 14.14, Weld County, Colorado",8,123,,1414,,108123001414,275200,14849
"Census Tract 14.15, Weld County, Colorado",8,123,,1415,,108123001415,297000,17445
"Census Tract 14.16, Weld County, Colorado",8,123,,1416,,108123001416,350200,16897
"Census Tract 14.17, Weld County, Colorado",8,123,,1417,,108123001417,207300,15598
"Census Tract 19.05, Weld County, Colorado",8,123,,1905,,108123001905,221700,20658
"Census Tract 19.06, Weld County, Colorado",8,123,,1906,,108123001906,314300,31820
"Census Tract 19.07, Weld County, Colorado",8,123,,1907,,108123001907,341900,23189
"Census Tract 19.08, Weld County, Colorado",8,123,,1908,,108123001908,231400,51918
"Census Tract 20.04, Weld County, Colorado",8,123,,2004,,108123002004,232300,22020
"Census Tract 16, Mesa County, Colorado",8,77,,1600,,108077001600,360300,15738
"Census Tract 11.01, Mesa County, Colorado",8,77,,1101,,108077001101,175800,12783
"Census Tract 14.03, Mesa County, Colorado",8,77,,1403,,108077001403,282900,16177
"Census Tract 15.01, Mesa County, Colorado",8,77,,1501,,108077001501,221200,11770
"Census Tract 17.02, Mesa County, Colorado",8,77,,1702,,108077001702,272900,26362
"Census Tract 19, Mesa County, Colorado",8,77,,1900,,108077001900,347000,20361
"Census Tract 7, Mesa County, Colorado",8,77,,700,,108077000700,155500,14767
"Census Tract 13.01, Mesa County, Colorado",8,77,,1301,,108077001301,166200,7288
"Census Tract 13.02, Mesa County, Colorado",8,77,,1302,,108077001302,253900,19558
"Census Tract 6.01, Mesa County, Colorado",8,77,,601,,108077000601,201500,19555
"Census Tract 15.02, Mesa County, Colorado",8,77,,1502,,108077001502,386100,48515
"Census Tract 17.03, Mesa County, Colorado",8,77,,1703,,108077001703,193800,14938
"Census Tract 3, Mesa County, Colorado",8,77,,300,,108077000300,199200,16677
"Census Tract 3, Prowers County, Colorado",8,99,,300,,108099000300,116900,17966
"Census Tract 1, Prowers County, Colorado",8,99,,100,,108099000100,159900,27387
"Census Tract 2, Prowers County, Colorado",8,99,,200,,108099000200,55200,9159
"Census Tract 6, Prowers County, Colorado",8,99,,600,,108099000600,85000,17652
"Census Tract 9731, Hinsdale County, Colorado",8,53,,973100,,108053973100,350000,29826
"Census Tract 50, El Paso County, Colorado",8,41,,5000,,108041005000,180900,14922
"Census Tract 120.59, Jefferson County, Colorado",8,59,,12059,,108059012059,492400,37630
"Census Tract 9517.01, Garfield County, Colorado",8,45,,951701,,108045951701,426200,31223
"Census Tract 9517.02, Garfield County, Colorado",8,45,,951702,,108045951702,381500,29854
"Census Tract 9518.03, Garfield County, Colorado",8,45,,951803,,108045951803,596700,109095
"Census Tract 98.48, Jefferson County, Colorado",8,59,,9848,,108059009848,862800,223890
"Census Tract 101, Jefferson County, Colorado",8,59,,10100,,108059010100,276400,37215
"Census Tract 102.12, Jefferson County, Colorado",8,59,,10212,,108059010212,328000,22234
"Census Tract 103.04, Jefferson County, Colorado",8,59,,10304,,108059010304,340400,16611
"Census Tract 103.07, Jefferson County, Colorado",8,59,,10307,,108059010307,314300,28059
"Census Tract 109.01, Jefferson County, Colorado",8,59,,10901,,108059010901,359500,21410
"Census Tract 113, Jefferson County, Colorado",8,59,,11300,,108059011300,402300,32281
"Census Tract 116.02, Jefferson County, Colorado",8,59,,11602,,108059011602,326800,13783
"Census Tract 14.04, Mesa County, Colorado",8,77,,1404,,108077001404,385200,42103
"Census Tract 4, Mesa County, Colorado",8,77,,400,,108077000400,171500,33814
"Census Tract 5, Mesa County, Colorado",8,77,,500,,108077000500,169800,17181
"Census Tract 6.02, Mesa County, Colorado",8,77,,602,,108077000602,153700,13991
"Census Tract 9, Mesa County, Colorado",8,77,,900,,108077000900,224500,17606
"Census Tract 10.01, Mesa County, Colorado",8,77,,1001,,108077001001,275600,15175
"Census Tract 11.13, Larimer County, Colorado",8,69,,1113,,108069001113,413200,16160
"Census Tract 13.04, Larimer County, Colorado",8,69,,1304,,108069001304,26800,7638
"Census Tract 16.03, Larimer County, Colorado",8,69,,1603,,108069001603,326100,23895
"Census Tract 20.05, Larimer County, Colorado",8,69,,2005,,108069002005,261500,12184
"Census Tract 27, Larimer County, Colorado",8,69,,2700,,108069002700,315200,23232
"Census Tract 1, Larimer County, Colorado",8,69,,100,,108069000100,361800,113066
"Census Tract 11.04, Larimer County, Colorado",8,69,,1104,,108069001104,328900,19833
"Census Tract 17.07, Larimer County, Colorado",8,69,,1707,,108069001707,286600,23272
"Census Tract 19.03, Larimer County, Colorado",8,69,,1903,,108069001903,403100,40661
"Census Tract 10.08, Larimer County, Colorado",8,69,,1008,,108069001008,377500,16567
"Census Tract 13.01, Larimer County, Colorado",8,69,,1301,,108069001301,356100,25967
"Census Tract 17.04, Larimer County, Colorado",8,69,,1704,,108069001704,281700,12846
"Census Tract 3, Larimer County, Colorado",8,69,,300,,108069000300,377300,19021
"Census Tract 11.07, Larimer County, Colorado",8,69,,1107,,108069001107,316800,16706
"Census Tract 9518.02, Garfield County, Colorado",8,45,,951802,,108045951802,616500,34630
"Census Tract 9636, Gunnison County, Colorado",8,51,,963600,,108051963600,358900,25264
"Census Tract 9639, Gunnison County, Colorado",8,51,,963900,,108051963900,351100,69821
"Census Tract 9637, Gunnison County, Colorado",8,51,,963700,,108051963700,247800,31484
"Census Tract 10.10, Larimer County, Colorado",8,69,,1010,,108069001010,436000,18238
"Census Tract 9692, Montezuma County, Colorado",8,83,,969200,,108083969200,273500,16583
"Census Tract 9696, Montezuma County, Colorado",8,83,,969600,,108083969600,227900,33297
"Census Tract 9690, Montezuma County, Colorado",8,83,,969000,,108083969000,236200,31702
"Census Tract 9693, Montezuma County, Colorado",8,83,,969300,,108083969300,187200,14395
"Census Tract 83.91, Denver County, Colorado",8,31,,8391,,108031008391,280000,10450
"Census Tract 153, Denver County, Colorado",8,31,,15300,,108031015300,436800,50726
"Census Tract 154, Denver County, Colorado",8,31,,15400,,108031015400,386600,19888
"Census Tract 155, Denver County, Colorado",8,31,,15500,,108031015500,366700,85219
"Census Tract 120.44, Jefferson County, Colorado",8,59,,12044,,108059012044,417700,17209
"Census Tract 120.53, Jefferson County, Colorado",8,59,,12053,,108059012053,362500,11401
"Census Tract 120.57, Jefferson County, Colorado",8,59,,12057,,108059012057,338600,22534
"Census Tract 98.28, Jefferson County, Colorado",8,59,,9828,,108059009828,352200,15289
"Census Tract 98.35, Jefferson County, Colorado",8,59,,9835,,108059009835,381000,14343
"Census Tract 98.08, Jefferson County, Colorado",8,59,,9808,,108059009808,466000,21046
"Census Tract 98.24, Jefferson County, Colorado",8,59,,9824,,108059009824,331700,13738
"Census Tract 98.31, Jefferson County, Colorado",8,59,,9831,,108059009831,,
"Census Tract 139.04, Douglas County, Colorado",8,35,,13904,,108035013904,268500,12920
"Census Tract 139.07, Douglas County, Colorado",8,35,,13907,,108035013907,391500,18989
"Census Tract 141.12, Douglas County, Colorado",8,35,,14112,,108035014112,400800,19154
"Census Tract 141.15, Douglas County, Colorado",8,35,,14115,,108035014115,526300,31956
"Census Tract 141.16, Douglas County, Colorado",8,35,,14116,,108035014116,880000,72479
"Census Tract 139.01, Douglas County, Colorado",8,35,,13901,,108035013901,498300,34634
"Census Tract 139.09, Douglas County, Colorado",8,35,,13909,,108035013909,605000,85092
"Census Tract 145.03, Douglas County, Colorado",8,35,,14503,,108035014503,388800,22606
"Census Tract 141.23, Douglas County, Colorado",8,35,,14123,,108035014123,835700,43442
"Census Tract 142.02, Douglas County, Colorado",8,35,,14202,,108035014202,578600,100549
"Census Tract 143, Douglas County, Colorado",8,35,,14300,,108035014300,393500,45955
"Census Tract 139.08, Douglas County, Colorado",8,35,,13908,,108035013908,489600,19783
"Census Tract 141.22, Douglas County, Colorado",8,35,,14122,,108035014122,746900,47025
"Census Tract 140.01, Douglas County, Colorado",8,35,,14001,,108035014001,309600,13115
"Census Tract 141.07, Douglas County, Colorado",8,35,,14107,,108035014107,459000,17703
"Census Tract 141.14, Douglas County, Colorado",8,35,,14114,,108035014114,351000,13149
"Census Tract 145.04, Douglas County, Colorado",8,35,,14504,,108035014504,341600,18504
"Census Tract 141.10, Douglas County, Colorado",8,35,,14110,,108035014110,464500,37183
"Census Tract 141.09, Douglas County, Colorado",8,35,,14109,,108035014109,551200,28934
"Census Tract 2, Eagle County, Colorado",8,37,,200,,108037000200,371100,61306
"Census Tract 66.03, Arapahoe County, Colorado",8,5,,6603,,108005006603,387700,23007
"Census Tract 67.11, Arapahoe County, Colorado",8,5,,6711,,108005006711,486200,15215
"Census Tract 68.08, Arapahoe County, Colorado",8,5,,6808,,108005006808,772500,32408
"Census Tract 55.53, Arapahoe County, Colorado",8,5,,5553,,108005005553,283600,12832
"Census Tract 56.23, Arapahoe County, Colorado",8,5,,5623,,108005005623,504200,35186
"Census Tract 56.31, Arapahoe County, Colorado",8,5,,5631,,108005005631,434900,17323
"Census Tract 55.51, Arapahoe County, Colorado",8,5,,5551,,108005005551,257300,17464
"Census Tract 55.52, Arapahoe County, Colorado",8,5,,5552,,108005005552,104300,54789
"Census Tract 56.25, Arapahoe County, Colorado",8,5,,5625,,108005005625,381400,23584
"Census Tract 110, Jefferson County, Colorado",8,59,,11000,,108059011000,446000,15835
"Census Tract 103.05, Jefferson County, Colorado",8,59,,10305,,108059010305,363000,25638
"Census Tract 104.05, Jefferson County, Colorado",8,59,,10405,,108059010405,328800,41633
"Census Tract 105.03, Jefferson County, Colorado",8,59,,10503,,108059010503,440000,35205
"Census Tract 111, Jefferson County, Colorado",8,59,,11100,,108059011100,431900,38051
"Census Tract 117.01, Jefferson County, Colorado",8,59,,11701,,108059011701,363100,22830
"Census Tract 119.04, Jefferson County, Colorado",8,59,,11904,,108059011904,215400,19485
"Census Tract 120.30, Jefferson County, Colorado",8,59,,12030,,108059012030,464200,27492
"Census Tract 98.23, Jefferson County, Colorado",8,59,,9823,,108059009823,345100,10420
"Census Tract 98.38, Jefferson County, Colorado",8,59,,9838,,108059009838,535600,26757
"Census Tract 99, Jefferson County, Colorado",8,59,,9900,,108059009900,467900,38194
"Census Tract 102.05, Jefferson County, Colorado",8,59,,10205,,108059010205,473800,19823
"Census Tract 103.06, Jefferson County, Colorado",8,59,,10306,,108059010306,360900,16963
"Census Tract 106.04, Jefferson County, Colorado",8,59,,10604,,108059010604,335200,29189
"Census Tract 107.02, Jefferson County, Colorado",8,59,,10702,,108059010702,401500,33852
"Census Tract 108.01, Jefferson County, Colorado",8,59,,10801,,108059010801,471800,26482
"Census Tract 112.02, Jefferson County, Colorado",8,59,,11202,,108059011202,395800,19100
"Census Tract 117.28, Jefferson County, Colorado",8,59,,11728,,108059011728,388100,25635
"Census Tract 118.03, Jefferson County, Colorado",8,59,,11803,,108059011803,288500,16436
"Census Tract 118.04, Jefferson County, Colorado",8,59,,11804,,108059011804,345400,10432
"Census Tract 120.36, Jefferson County, Colorado",8,59,,12036,,108059012036,570700,24882
"Census Tract 120.48, Jefferson County, Colorado",8,59,,12048,,108059012048,386100,17901
"Census Tract 120.24, Jefferson County, Colorado",8,59,,12024,,108059012024,458300,19900
"Census Tract 120.51, Jefferson County, Colorado",8,59,,12051,,108059012051,452000,10994
"Census Tract 120.60, Jefferson County, Colorado",8,59,,12060,,108059012060,316700,16335
"Census Tract 158, Jefferson County, Colorado",8,59,,15800,,108059015800,330400,25212
"Census Tract 159, Jefferson County, Colorado",8,59,,15900,,108059015900,419200,69940
"Census Tract 20.05, Weld County, Colorado",8,123,,2005,,108123002005,428300,22926
"Census Tract 20.06, Weld County, Colorado",8,123,,2006,,108123002006,362200,40691
"Census Tract 20.07, Weld County, Colorado",8,123,,2007,,108123002007,461500,15479
"Census Tract 20.08, Weld County, Colorado",8,123,,2008,,108123002008,447400,15200
"Census Tract 20.09, Weld County, Colorado",8,123,,2009,,108123002009,580100,27018
"Census Tract 20.10, Weld County, Colorado",8,123,,2010,,108123002010,229200,33445
"Census Tract 56.35, Arapahoe County, Colorado",8,5,,5635,,108005005635,437600,17611
"Census Tract 56.36, Arapahoe County, Colorado",8,5,,5636,,108005005636,1716800,109277
"Census Tract 67.12, Arapahoe County, Colorado",8,5,,6712,,108005006712,1085500,107007
"Census Tract 67.13, Arapahoe County, Colorado",8,5,,6713,,108005006713,,
"Census Tract 68.58, Arapahoe County, Colorado",8,5,,6858,,108005006858,382600,64307
"Census Tract 68.55, Arapahoe County, Colorado",8,5,,6855,,108005006855,633100,19472
"Census Tract 68.56, Arapahoe County, Colorado",8,5,,6856,,108005006856,320800,26892
"Census Tract 156, Denver County, Colorado",8,31,,15600,,108031015600,253900,52309
"Census Tract 157, Denver County, Colorado",8,31,,15700,,108031015700,303700,28041
"Census Tract 9800, Denver County, Colorado",8,31,,980000,,108031980000,203500,19004
"Census Tract 9801, Denver County, Colorado",8,31,,980100,,108031980100,,
"Census Tract 64, El Paso County, Colorado",8,41,,6400,,108041006400,174400,11324
"Census Tract 45.08, El Paso County, Colorado",8,41,,4508,,108041004508,169100,16841
"Census Tract 37.02, El Paso County, Colorado",8,41,,3702,,108041003702,426200,17793
"Census Tract 37.09, El Paso County, Colorado",8,41,,3709,,108041003709,343800,18487
"Census Tract 45.01, El Paso County, Colorado",8,41,,4501,,108041004501,118600,30785
"Census Tract 78.01, Adams County, Colorado",8,1,,7801,,108001007801,220800,50606
"Census Tract 83.04, Denver County, Colorado",8,31,,8304,,108031008304,220700,15677
"Census Tract 2.01, Denver County, Colorado",8,31,,201,,108031000201,290100,16494
"Census Tract 6, Denver County, Colorado",8,31,,600,,108031000600,563600,48493
"Census Tract 8, Denver County, Colorado",8,31,,800,,108031000800,381300,280053
"Census Tract 2.02, Grand County, Colorado",8,49,,202,,108049000202,368600,88742
"Census Tract 9606, Huerfano County, Colorado",8,55,,960600,,108055960600,86400,19976
"Census Tract 9609, Huerfano County, Colorado",8,55,,960900,,108055960900,217900,24098
"Census Tract 98.49, Jefferson County, Colorado",8,59,,9849,,108059009849,451400,96157
"Census Tract 98.50, Jefferson County, Colorado",8,59,,9850,,108059009850,671300,30097
"Census Tract 98.51, Jefferson County, Colorado",8,59,,9851,,108059009851,474800,20762
"Census Tract 98.52, Jefferson County, Colorado",8,59,,9852,,108059009852,516000,44952
"Census Tract 114.01, Jefferson County, Colorado",8,59,,11401,,108059011401,270400,18263
"Census Tract 118.05, Jefferson County, Colorado",8,59,,11805,,108059011805,420200,84213
"Census Tract 114.02, Jefferson County, Colorado",8,59,,11402,,108059011402,274600,52782
"Census Tract 117.32, Jefferson County, Colorado",8,59,,11732,,108059011732,217600,19929
"Census Tract 117.33, Jefferson County, Colorado",8,59,,11733,,108059011733,351500,25112
"Census Tract 118.06, Jefferson County, Colorado",8,59,,11806,,108059011806,290000,34985
"Census Tract 5.05, Larimer County, Colorado",8,69,,505,,108069000505,242700,39447
"Census Tract 5.06, Larimer County, Colorado",8,69,,506,,108069000506,330100,23933
"Census Tract 8.01, Larimer County, Colorado",8,69,,801,,108069000801,383800,33639
"Census Tract 8.02, Larimer County, Colorado",8,69,,802,,108069000802,381100,43243
"Census Tract 13.07, Larimer County, Colorado",8,69,,1307,,108069001307,331900,17324
"Census Tract 13.08, Larimer County, Colorado",8,69,,1308,,108069001308,394600,18704
"Census Tract 16.05, Larimer County, Colorado",8,69,,1605,,108069001605,432600,18923
"Census Tract 16.06, Larimer County, Colorado",8,69,,1606,,108069001606,360000,20573
"Census Tract 16.07, Larimer County, Colorado",8,69,,1607,,108069001607,372400,20287
"Census Tract 9518.04, Garfield County, Colorado",8,45,,951804,,108045951804,619200,59783
"Census Tract 9519.01, Garfield County, Colorado",8,45,,951901,,108045951901,330000,38112
"Census Tract 9519.02, Garfield County, Colorado",8,45,,951902,,108045951902,342600,21486
"Census Tract 9520.01, Garfield County, Colorado",8,45,,952001,,108045952001,217600,21538
"Census Tract 9520.02, Garfield County, Colorado",8,45,,952002,,108045952002,306900,37533
"Census Tract 2.01, Grand County, Colorado",8,49,,201,,108049000201,319300,46161
"Census Tract 102.06, Jefferson County, Colorado",8,59,,10206,,108059010206,344600,15097
"Census Tract 98.30, Jefferson County, Colorado",8,59,,9830,,108059009830,240000,14218
"Census Tract 104.02, Jefferson County, Colorado",8,59,,10402,,108059010402,291200,32049
"Census Tract 117.11, Jefferson County, Colorado",8,59,,11711,,108059011711,368600,18326
"Census Tract 117.08, Jefferson County, Colorado",8,59,,11708,,108059011708,351200,14905
"Census Tract 9736, Mineral County, Colorado",8,79,,973600,,108079973600,308600,29343
"Census Tract 9676, Ouray County, Colorado",8,91,,967600,,108091967600,449000,29667
